ID,Event 1,Event 2,Label
108454,My father (go) back,I (hear) a loud bang,0
105619,They (go) crabbing near the river,They (leave) early in the morning,0
106764,His car (run) off the road,He (run) over a piece of glass,0
103373,He (buy) bigger ones,She (decide) to buy her different bowls,0
101804,Her grandmother (pass) away,They (continue) to knit,0
103263,They (apply) the dye,They (awake) minutes later,0
104285,A sudden realization (hit) him,He (sit) down at his desk,0
104622,Everyone (hide) in the bathrooms,The pools will (close),0
108875,They (swap) them out for another pair,He (decide) to take them back,0
107473,He (leave) the house now,They always (leave) a note,0
101256,They (wave) foam fingers around,They (buy) Cracker Jacks and popcorn,0
108164,They (threaten) to sue Susie,Suzie (own) John money,0
107675,The children (wake) their parents,The children (scurry) to their bedroom door,0
108868,He (wake) up early,They (stop) taking the bus,0
106940,I (check) my email,I (take) a shower,0
101088,He (decide) to go to fashion school,He (read) Vogue magazine every month,0
106726,She (go) into all the rooms,She (aim) them all at herself,0
104018,Her mom (insist) she eat more veggies,Her grandma (show) her a secret,0
104214,He (feel) dizzy almost immediately,He (spit) out the tobacco,0
103572,She (buy) out her old employer,Her supervisor (come) to her,0
106753,She (eat) at the restaurant anyways,She (enjoy) her friends company,0
108326,My wife usually (spend) weekends at home,She (go) off with her sister babysitting,0
106890,They (watch) all genres of movies,They (watch) a lot of movies,0
101939,I (realize) I was an hour late,I (get) a dirty look,0
100025,The Republican candidate (focus) on radio ads,The Democrat (focus) on TV,0
100269,They (prepare) for a week,They (get) supplies and food,0
106248,He (develop) high cholesterol,He (eat) a hamburger every day,0
105314,Her brothers (go) right into the water,She (bring) along her binoculars,0
104442,That only (happen) once,I (work) at a water park,0
102152,They (land) on the ground,The horse (kick) back,0
102433,They (drive) down the left lane,A car (approach) him from behind,0
104262,They (meet) John at work,They never (lose) hope,0
106404,I (open) a matchmaking site,I (start) laughing loudly,0
104644,She (get) good usage out of them,They (last) a long time,0
101008,Alison (live) in England,Alison (meet) her husband Perry online,0
100968,They (shake) a bottle of coke,He (offer) Pete a frosty beverage,0
104493,He (take) the food out,He (leave) them in plenty of time,0
108082,He (hang) up in disgust,My nephew (work) for a construction company,0
104699,We (get) THT cleaner and power,We (lay) down plastic,0
107272,He (check) all of his gear,They (reach) the peak,0
100635,She (put) in her money,They (find) a song,0
105407,The man (decide) to sue Robert,They (own) a restaurant,0
101846,He (dig) a deep hole,A man (win) the lottery,0
104100,The planner (approve) the design,The man (take) out the pool,0
102766,I (go) on a very long run,I (remember) how to get home,0
104557,I (plant) eggplants in my garden,I (try) as many different things,0
101557,They (invite) me into the center,I (bump) into some Scientologists,0
106232,The boy (move) to the front,She (talk) to the boy,0
107495,He (put) in new flooring,He (order) the nutritional supplements,0
106415,They (play) Daddy Warbucks,I (play) little orphan annie,0
101449,I (get) a new haircut,I (go) to a new place,0
107540,He (find) his gps,They (drive) around for awhile,0
106061,She (drive) a little faster than normal,She (decide) to take a shortcut,0
102174,He (learn) she was a Russian spy,They finally (get) together,0
105734,They (work) hard for many years,She (visit) the office of her boss,0
103221,My dad (find) out about Kevin,He (invite) him over,0
100699,She (wake) her though,She (get) up on time,0
102192,I (help) her to pick the apples,She (misread) the instructions,0
106371,They (grow) up poor,His dad (buy) him a new toy,0
100708,The band (rehearse) their set,The band (reschedule) the concert,0
104204,She (learn) a lesson,They (play) many games of Horse,0
105108,I (knock) them over on accident,I (wait) outside my first class,0
106612,He (reach) for one limb,He (inch) out onto one particular limb,0
101560,I (wear) my Mao jacket,We (honeymoon) in Niagara Falls,0
108872,They (get) into some minor trouble,He (go) with several close friends,0
102011,They even (get) out the car,They (burst) through the front door,0
105320,He (take) a break,Same (hear) a crunching sound,0
108563,He (bend) to pick up a box,He (make) sure to bend his knees,0
103724,He (buy) a number of magazines,He (feel) that his wardrobe lacked style,0
103518,They (start) dating my uncle,They (come) to our house,0
108156,She (drive) him home,He (see) this behavior,0
108901,He almost (drop) out,The show (go) smoothly,0
108213,He (eat) 80 years old,They (come) from Russia,0
105812,She (decide) to have kids,They always (dream) of becoming a mother,0
105804,The tarantula (start) crawling towards her,She (realize) the spider was huge,0
104519,His father (get) a great job there,The movers showed up he (run) away,0
100508,He (give) out some business cards,He (advertise) on social media,0
102484,He (spend) less time,He (get) ready for work,0
106278,I (discover) a more scenic route home,I finally (arrive) at the bank,0
108668,I (try) to catch some sleep,The power (come) on,0
106151,He (become) the first in his family,He (become) the first in his family,0
106972,She (help) me pick up the pieces,We (get) some glue,0
105969,I (decide) to mess with him,I (recite) a few poem to him,0
103908,She (start) to sort through them,She (pick) some of her favorites,0
105085,She (put) in her beef,She (add) her veggies,0
108451,One (nip) him on the hand,They (turn) back around,0
100339,They (continue) to make noise,They (arrive) at the school,0
104564,She (put) product in her hair,They (go) to the beach yesterday,0
103288,One guy (stare) at her,They (wait) in line,0
100381,They (sit) with them,The boys (get) in their sleeping bags,0
105581,She meticulously (plan) her menu,She (spend) a fortune in the market,0
102561,His friend (suggest) a change,He (tell) his friend a new joke,0
104908,They (cry) himself to sleep,He (get) a phone call,0
100996,Skip (begin) to live his dream,He (decide) to move to Nashville,0
102454,He (ask) his mom for help,The mom (pretend) to do a spell,0
101529,I (sell) the unit for $ 100,My friend (buy) me a beer,0
101278,They (set) up their tent,They (get) their food ready,0
108649,I (tutor) him a bit,I (try) to help him out,0
106339,They (decide) to play a prank,His daughter (search) for the Juice Boxes,0
100660,He (walk) to his girlfriend 's house,He (pick) some flowers for his girlfriend,0
105118,He (go) with him,They (laugh) nervously walked into the cave,0
102507,He (throw) that carrot away,Wallace (peel) a new carrot,0
105993,They (play) every day,They (put) the hamster in a ball,0
100642,She (throw) her a bridal shower,They (decorate) the room with cute decorations,0
100185,One finally (make) the movie,They (stare) each other down,0
108937,The police (come) by,They (inflate) a boat,0
107628,They (read) about famous Greeks as well,They all (dress) up in togas,0
101972,They (start) doing a bad job,She (get) on the seat,0
106533,She (lie) down on the couch,She always (make) her feel sleepy,0
100440,He (nod) his head,He (pour) two glasses of wine,0
103297,Kelly (join) the track team,She (get) a bad grade,0
106088,The mom (decide) to help,She (scare) the boy from behind,0
101045,He (learn) that rules are there,They (make) a full recovery,0
101125,He always (share) his food,An evil woman (steal) his food,0
101637,He (see) a crack on the screen,He (check) inside the box,0
106641,They finally (stop) crying,She (see) her mother 's face,0
108717,They (agree) to exclude them,They (plate) their dinner,0
104399,He (get) to the last page,He (run) to the store,0
103995,They (start) taking walks after work,She (begin) watching what she was eating,0
107769,Amber (get) her nails done bright yellow,She (get) self conscious,0
104604,She (leave) her daughter in the room,He (use) the bathroom,0
104197,A man (come) down with a ladder,They (find) her by her voice,0
104340,She (run) out of Pokeballs,They (go) home and relaxed,0
106234,Vince (win) the race,He (leave) them in the dust,0
107621,He (nag) his dad every morning,He (pour) him a small cup,0
103965,She (find) an old lady,She (put) on a dinosaur costume,0
107510,The mosquitoes (manage) to attack her,She (try) to walk outside,0
104527,They (go) to the dance,She (work) very hard,0
102386,His brother (take) pity on him,He (start) to stress out,0
106158,He (bump) into a woman,He often (keep) them in his pocket,0
107677,He (meet) his friend at a hotel,He (find) someone else going that way,0
108929,We (intend) to play tonight,I (win) the second,0
107867,They (lodge) a complaint,The management (offer) to cancel his lease,0
108206,She (start) to polish her nails,They (buy) a new Iphone,0
100574,The vet (heal) the puppy,Casey (decide) to adopt the puppy,0
105496,They (continue) to struggle,They (arrive) in Hollywood with big eyes,0
100394,She (go) to the dealership,They (save) for many months,0
102368,They (look) through Craigslist,He recently (change) locations for his job,0
105063,He (enter) the competition,A talent agent (come) to his town,0
107660,He (eat) half his meal,He (decide) to start early,0
102934,He (sign) up with many different companies,He eventually (get) very sick,0
107213,He (take) a year,The program (involve) his major,0
106826,She (raise) funds from friends and neighbors,She and the others (brace) themselves,0
101538,She (move) off campus,She (fail) a few courses,0
105738,He (bring) Sylvia back to his apartment,She easily (make) her laugh,0
107714,He (call) his sister,They (bring) the dog to the vet,0
104225,They (run) down the stairs,She (get) out of bed,0
108601,They (contact) the police,He (tell) them that he was lost,0
102947,He (arrive) at the beach,He (decide) to first go swimming,0
108275,She (lose) her voice,She now (live) under a bridge,0
106205,Her friend (call) her,They usually (spend) all Saturday reading books,0
